Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max,rho_new
16300.0,-0.03151179188753293,5.6467258174024355,1.2544188883626187e+17,7000.0,1687.265625,1837.265625,1987.265625,6980.844585750915
16400.0,-0.03170705043283344,5.646703683067653,1.2777262461104362e+17,7000.0,1687.1875,1837.1875,1987.1875,6980.887367373769
16500.0,-0.031902310808339905,5.646681412287338,1.3013206055422352e+17,7000.0,1687.109375,1837.109375,1987.109375,6980.93014302713
16600.0,-0.032097573012952955,5.64665900505856,1.3252037246526704e+17,7000.0,1687.03125,1837.03125,1987.03125,6980.97291271087
16700.0,-0.03229283704559237,5.646636461378395,1.3493773614679075e+17,7000.0,1686.953125,1836.953125,1986.953125,6981.015676424863
16800.0,-0.03248810290519644,5.646613781243915,1.3738432740456146e+17,7000.0,1686.875,1836.875,1986.875,6981.05843416898
16900.0,-0.03268337059072153,5.646590964652197,1.3986032204749528e+17,7000.0,1686.796875,1836.796875,1986.796875,6981.101185943092
17000.0,-0.03287864010114143,5.646568011600314,1.4236589588765675e+17,7000.0,1686.71875,1836.71875,1986.71875,6981.143931747072
17100.0,-0.03307391143544692,5.646544922085345,1.4490122474025792e+17,7000.0,1686.640625,1836.640625,1986.640625,6981.186671580792
17200.0,-0.033269184592645246,5.646521696104368,1.4746648442365747e+17,7000.0,1686.5625,1836.5625,1986.5625,6981.229405444125
17300.0,-0.033464459571759655,5.646498333654462,1.5006185075935974e+17,7000.0,1686.484375,1836.484375,1986.484375,6981.272133336942
17400.0,-0.03365973637182893,5.6464748347327065,1.5268749957201395e+17,7000.0,1686.40625,1836.40625,1986.40625,6981.314855259115
17500.0,-0.03385501499190694,5.646451199336183,1.5534360668941315e+17,7000.0,1686.328125,1836.328125,1986.328125,6981.357571210517
17600.0,-0.03405029543106224,5.6464274274619735,1.5803034794249347e+17,7000.0,1686.25,1836.25,1986.25,6981.4002811910195
17700.0,-0.03424557768837762,5.64640351910716,1.6074789916533306e+17,7000.0,1686.171875,1836.171875,1986.171875,6981.442985200497
17800.0,-0.03444086176294971,5.646379474268829,1.6349643619515133e+17,7000.0,1686.09375,1836.09375,1986.09375,6981.48568323882
17900.0,-0.0346361476538886,5.6463552929440635,1.6627613487230794e+17,7000.0,1686.015625,1836.015625,1986.015625,6981.528375305862
18000.0,-0.03483143536031751,5.64633097512995,1.6908717104030198e+17,7000.0,1685.9375,1835.9375,1985.9375,6981.571061401494
18100.0,-0.035026724881372345,5.646306520823574,1.71929720545771e+17,7000.0,1685.859375,1835.859375,1985.859375,6981.61374152559
18200.0,-0.035222016216201385,5.646281930022025,1.7480395923849014e+17,7000.0,1685.78125,1835.78125,1985.78125,6981.656415678022
18300.0,-0.03541730936396498,5.646257202722391,1.7771006297137126e+17,7000.0,1685.703125,1835.703125,1985.703125,6981.6990838586635
18400.0,-0.03561260432383515,5.646232338921761,1.8064820760046195e+17,7000.0,1685.625,1835.625,1985.625,6981.741746067385
18500.0,-0.03580790109499536,5.646207338617227,1.836185689849447e+17,7000.0,1685.546875,1835.546875,1985.546875,6981.7844023040625
18600.0,-0.03600319967664011,5.646182201805879,1.8662132298713597e+17,7000.0,1685.46875,1835.46875,1985.46875,6981.827052568566
18700.0,-0.03619850006797474,5.646156928484809,1.896566454724853e+17,7000.0,1685.390625,1835.390625,1985.390625,6981.86969686077
18800.0,-0.03639380226821504,5.646131518651112,1.9272471230957443e+17,7000.0,1685.3125,1835.3125,1985.3125,6981.912335180546
18900.0,-0.03658910627658708,5.6461059723018785,1.958256993701163e+17,7000.0,1685.234375,1835.234375,1985.234375,6981.954967527766
19000.0,-0.036784412092326836,5.646080289434207,1.989597825289542e+17,7000.0,1685.15625,1835.15625,1985.15625,6981.997593902305
19100.0,-0.03697971971468004,5.646054470045191,2.0212713766406102e+17,7000.0,1685.078125,1835.078125,1985.078125,6982.0402143040355
19200.0,-0.03717502914290179,5.6460285141319275,2.0532794065653805e+17,7000.0,1685.0,1835.0,1985.0,6982.08282873283
19300.0,-0.03737034037625647,5.646002421691514,2.0856236739061434e+17,7000.0,1684.921875,1834.921875,1984.921875,6982.1254371885625
19400.0,-0.03756565341401734,5.645976192721048,2.118305937536456e+17,7000.0,1684.84375,1834.84375,1984.84375,6982.1680396711035
19500.0,-0.03776096825546646,5.645949827217629,2.1513279563611347e+17,7000.0,1684.765625,1834.765625,1984.765625,6982.21063618033
19600.0,-0.037956284899894346,5.645923325178358,2.1846914893162448e+17,7000.0,1684.6875,1834.6875,1984.6875,6982.253226716112
19700.0,-0.038151603346599845,5.645896686600334,2.2183982953690925e+17,7000.0,1684.609375,1834.609375,1984.609375,6982.2958112783235
19800.0,-0.038346923594889865,5.645869911480659,2.252450133518215e+17,7000.0,1684.53125,1834.53125,1984.53125,6982.338389866838
19900.0,-0.03854224564407919,5.645842999816436,2.2868487627933718e+17,7000.0,1684.453125,1834.453125,1984.453125,6982.380962481528
20000.0,-0.03873756949349031,5.645815951604767,2.321595942255536e+17,7000.0,1684.375,1834.375,1984.375,6982.423529122268
20100.0,-0.03893289514245317,5.645788766842756,2.3566934309968848e+17,7000.0,1684.296875,1834.296875,1984.296875,6982.466089788929
20200.0,-0.039128222590305066,5.6457614455275085,2.3921429881407907e+17,7000.0,1684.21875,1834.21875,1984.21875,6982.508644481387
20300.0,-0.03932355183639037,5.645733987656129,2.4279463728418125e+17,7000.0,1684.140625,1834.140625,1984.140625,6982.551193199514
20400.0,-0.03951888288006044,5.6457063932257245,2.464105344285686e+17,7000.0,1684.0625,1834.0625,1984.0625,6982.593735943185
20500.0,-0.03971421572067341,5.645678662233402,2.5006216616893155e+17,7000.0,1683.984375,1833.984375,1983.984375,6982.63627271227
20600.0,-0.03990955035759399,5.645650794676268,2.5374970843007638e+17,7000.0,1683.90625,1833.90625,1983.90625,6982.678803506646
20700.0,-0.04010488679019341,5.645622790551432,2.5747333713992445e+17,7000.0,1683.828125,1833.828125,1983.828125,6982.7213283261835
20800.0,-0.04030022501784916,5.645594649856003,2.6123322822951117e+17,7000.0,1683.75,1833.75,1983.75,6982.763847170759
20900.0,-0.040495565039944885,5.6455663725870915,2.6502955763298515e+17,7000.0,1683.671875,1833.671875,1983.671875,6982.806360040244
21000.0,-0.040690906855870235,5.645537958741808,2.6886250128760733e+17,7000.0,1683.59375,1833.59375,1983.59375,6982.848866934513
21100.0,-0.04088625046502072,5.645509408317265,2.7273223513375005e+17,7000.0,1683.515625,1833.515625,1983.515625,6982.89136785344
21200.0,-0.041081595866797584,5.645480721310572,2.766389351148961e+17,7000.0,1683.4375,1833.4375,1983.4375,6982.933862796896
