,Radius,Mass,Gravity,Pressure,Density
1189,1189000.0,2.3688759892974953e+22,-1.1183669914621253,2.449637764111668,3308
1190,1190000.0,2.37475276444145e+22,-1.119257988539762,2.445935258685578,3308
1191,1191000.0,2.3806394289822997e+22,-1.1201490707916824,2.442229805559399,3308
1192,1192000.0,2.3865359912339547e+22,-1.1210402379321867,2.43852140445232,3308
1193,1193000.0,2.3924424595103264e+22,-1.1219314896767727,2.4348100550844687,3308
1194,1194000.0,2.3983588421253252e+22,-1.1228228257421289,2.4310957571769136,3308
1195,1195000.0,2.404285147392862e+22,-1.1237142458461284,2.4273785104516548,3308
1196,1196000.0,2.4102213836268473e+22,-1.1246057497078237,2.4236583146316213,3308
1197,1197000.0,2.416167559141192e+22,-1.1254973370474401,2.4199351694406688,3308
1198,1198000.0,2.4221236822498077e+22,-1.1263890075863703,2.416209074603573,3308
1199,1199000.0,2.4280897612666043e+22,-1.1272807610471678,2.4124800298460287,3308
1200,1200000.0,2.434065804505493e+22,-1.1281725971535423,2.4087480348946446,3308
1201,1201000.0,2.440051820280384e+22,-1.129064515630353,2.4050130894769395,3308
1202,1202000.0,2.4460478169051887e+22,-1.1299565162036027,2.401275193321338,3308
1203,1203000.0,2.4520538026938177e+22,-1.1308485986004333,2.397534346157168,3308
1204,1204000.0,2.4580697859601818e+22,-1.1317407625491192,2.3937905477146555,3308
1205,1205000.0,2.464095775018192e+22,-1.1326330077790616,2.390043797724922,3308
1206,1206000.0,2.4701317781817592e+22,-1.133525334020783,2.3862940959199817,3308
1207,1207000.0,2.476177803764794e+22,-1.1344177410059217,2.3825414420327338,3308
1208,1208000.0,2.4822338600812067e+22,-1.135310228467227,2.3787858357969642,3308
1209,1209000.0,2.4882999554449087e+22,-1.1362027961385524,2.3750272769473377,3308
1210,1210000.0,2.4943760981698105e+22,-1.1370954437548504,2.3712657652193965,3308
1211,1211000.0,2.500462296569823e+22,-1.1379881710521682,2.3675013003495557,3308
1212,1212000.0,2.506558558958857e+22,-1.1388809777676412,2.3637338820751004,3308
1213,1213000.0,2.5126648936508235e+22,-1.1397738636394874,2.359963510134181,3308
1214,1214000.0,2.518781308959633e+22,-1.1406668284070032,2.3561901842658104,3308
1215,1215000.0,2.524907813199197e+22,-1.1415598718105573,2.352413904209861,3308
1216,1216000.0,2.5310444146834253e+22,-1.1424529935915848,2.34863466970706,3308
1217,1217000.0,2.5371911217262293e+22,-1.1433461934925835,2.3448524804989868,3308
1218,1218000.0,2.5433479426415197e+22,-1.1442394712571076,2.3410673363280683,3308
1219,1219000.0,2.549514885743207e+22,-1.1451328266297627,2.3372792369375768,3308
1220,1220000.0,2.5556919593452024e+22,-1.1460262593562,2.3334881820716267,3308
1221,1221000.0,2.5618791717614165e+22,-1.1469197691831134,2.3296941714751687,3308
1222,1222000.0,2.56807653130576e+22,-1.1478133558582315,2.3258972048939897,3308
1223,1223000.0,2.574284046292144e+22,-1.148707019130314,2.3220972820747066,3308
1224,1224000.0,2.580501725034479e+22,-1.149600758749147,2.3182944027647645,3308
1225,1225000.0,2.586729575846676e+22,-1.150494574465537,2.3144885667124324,3308
1226,1226000.0,2.5929676070426455e+22,-1.151388466031307,2.3106797736668008,3308
1227,1227000.0,2.5992158269362986e+22,-1.15228243319929,2.3068680233777776,3308
